Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P031828,Latin America and Caribbean,Republic of Haiti,Closed,Emergency Economic Recovery Credit,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P031828,1994-12-20T00:00:00Z,12/31/1995,,,40000000,,,40000000,0,,Emergency Recovery Loan,C,,Other Education,"Other Water Supply, Sanitation and Waste Management",Other Transportation,,
P006893,Latin America and Caribbean,Republic of Colombia,Closed,Energy Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006893,1994-12-15T00:00:00Z,12/31/2001,,,12400000,,,12400000,,,Technical Assistance Loan,B,,Central Government (Central Agencies),Power,Oil and Gas,,
P034605,Latin America and Caribbean,Co-operative Republic of Guyana,Closed,Financial Sector and Business Environment Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P034605,1994-12-15T00:00:00Z,6/30/1999,,,4000000,,,4000000,,,Technical Assistance Loan,B,,"Other Industry, Trade and Services",Banking Institutions,,,
P008055,Latin America and Caribbean,Republic of Peru,Closed,PRIMARY EDUCATION QUALITY PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008055,1994-12-15T00:00:00Z,6/30/2001,,,272300000,,,272300000,,,Specific Investment Loan,C,,Primary Education,Central Government (Central Agencies),Sub-National Government,,
P007132,Latin America and Caribbean,Republic of Ecuador,Closed,Public Enterprise Reform Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007132,1994-12-13T00:00:00Z,12/31/1999,,,16000000,,,16000000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),Power,ICT Infrastructure,,
P036055,Latin America and Caribbean,Republic of Ecuador,Closed,Structural Adjustment Loan,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P036055,1994-12-13T00:00:00Z,10/31/1997,,,200000000,,,200000000,,,Structural Adjustment Loan,U,,Central Government (Central Agencies),"Other Industry, Trade and Services",ICT Infrastructure,,
P037046,Latin America and Caribbean,Republic of Ecuador,Closed,Debt and Debt Service Reduction Loan,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P037046,1994-12-13T00:00:00Z,7/31/1995,,,80000000,,,80000000,,,Debt and Debt Service Reduction Loan,C,,Central Government (Central Agencies),,,,
P007136,Latin America and Caribbean,Republic of Ecuador,Closed,Modernization of the State Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007136,1994-12-13T00:00:00Z,3/31/2001,,,25000000,,,25000000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),,,,
P008215,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Health Services Reform Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008215,1994-12-13T00:00:00Z,6/30/2002,,,108000000,,,108000000,,,Sector Investment and Maintenance Loan,B,,Health,Sub-National Government,Central Government (Central Agencies),,
P039871,Latin America and Caribbean,Republic of Nicaragua,Closed,ERC II (IDA REFLOW),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P039871,1994-12-08T00:00:00Z,,,,6300000,,,6300000,,,Sector Adjustment Loan,C,,Central Government (Central Agencies),"Other Industry, Trade and Services",Banking Institutions,,
P039870,Latin America and Caribbean,Republic of Honduras,Closed,AG SEC CRD (IDA REF),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P039870,1994-12-08T00:00:00Z,,,,26300000,,,26300000,,,Sector Adjustment Loan,C,,"Other Agriculture, Fishing and Forestry",Central Government (Central Agencies),Forestry,,
P039862,Latin America and Caribbean,Plurinational State of Bolivia,Closed,SAC SUPLM4(IDA REFLO,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P039862,1994-12-08T00:00:00Z,,,,8600000,,,8600000,,,Structural Adjustment Loan,U,,Other Non-bank Financial Institutions,Banking Institutions,Central Government (Central Agencies),,
P006565,Latin America and Caribbean,Federative Republic of Brazil,Closed,RF Natural Resources Policy Project (NRPP),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006565,1994-11-22T00:00:00Z,6/30/2006,,,76107204.21,,,76107204.21,"20,000,000",,,C,,Sub-National Government,,,,
P008040,Latin America and Caribbean,Republic of Peru,Closed,Electricity Privatization Adjustment Loan,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008040,1994-11-22T00:00:00Z,12/31/1998,,,150000000,,,150000000,,,Sector Adjustment Loan,B,,Power,Central Government (Central Agencies),,,
P008051,Latin America and Caribbean,Republic of Peru,Closed,Lima Water Rehabilitation and Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008051,1994-11-22T00:00:00Z,6/30/2008,,,306200000,,,306200000,,,Specific Investment Loan,B,,Water Supply,Sewerage,,,
P006566,Latin America and Caribbean,Federative Republic of Brazil,Closed,RF Extractive Reserves Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006566,1994-11-15T00:00:00Z,7/31/2006,,,17200000,,,17200000,,,,B,,Social Protection,Central Government (Central Agencies),"Other Agriculture, Fishing and Forestry",,
P039027,Latin America and Caribbean,Federative Republic of Brazil,Active,RF Science Centers - Emergency Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P039027,1994-10-28T00:00:00Z,,,,6400000,,,6400000,,,,C,,Central Government (Central Agencies),,,,
P034490,Latin America and Caribbean,United Mexican States,Closed,Technical Education and Training Modernization Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P034490,1994-10-27T00:00:00Z,6/30/2003,,,311000000,,,311000000,,,Specific Investment Loan,C,,Workforce Development and Vocational Education,Central Government (Central Agencies),,,
P006571,Latin America and Caribbean,Federative Republic of Brazil,Closed,RF Demonstration Projects - PDA,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006571,1994-09-29T00:00:00Z,12/31/2003,,,30589000,,,30589000,,,,B,,Forestry,,,,
P005992,Latin America and Caribbean,Argentine Republic,Closed,Decentralization and Improvement of Secondary Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005992,1994-09-15T00:00:00Z,6/30/2001,,,272000000,,,272000000,,,Specific Investment Loan,C,,Secondary Education,Central Government (Central Agencies),Sub-National Government,,
P076870,Latin America and Caribbean,Republic of Costa Rica,Closed,Costa Rica Tejona Wind Power Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P076870,1994-09-14T00:00:00Z,,,,0,,,0,,,Specific Investment Loan,C,,Power,"Other Industry, Trade and Services",,,
P007702,Latin America and Caribbean,United Mexican States,Closed,Decentralization and Regional Development Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007702,1994-09-13T00:00:00Z,6/30/2000,,,736600000,,,736600000,,,Specific Investment Loan,B,,Water Supply,Roads and highways,Other Education,,
P006436,Latin America and Caribbean,Federative Republic of Brazil,Closed,Ceara Urban Development & Water Resource,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006436,1994-09-06T00:00:00Z,12/31/2003,,,140000000,,,140000000,,,Specific Investment Loan,A,,Water Supply,"Other Water Supply, Sanitation and Waste Management",Sub-National Government,,
P006181,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Education Reform Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006181,1994-08-05T00:00:00Z,7/30/2004,,,178900000,,,178900000,,,Specific Investment Loan,C,,Primary Education,Secondary Education,Tertiary Education,,
P037006,Latin America and Caribbean,Republic of Trinidad and Tobago,Closed,Water Sector Institutional Strengthening,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P037006,1994-08-02T00:00:00Z,6/30/1999,,,33100000,,,33100000,,,Technical Assistance Loan,B,,Central Government (Central Agencies),Water Supply,Sewerage,,
P037005,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Regulatory Reform and Capitalization Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P037005,1994-07-26T00:00:00Z,12/15/1998,,,14700000,,,14700000,,,Specific Investment Loan,C,,ICT Infrastructure,Central Government (Central Agencies),Aviation,,
P007607,Latin America and Caribbean,United Mexican States,Closed,Rainfed Areas Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007607,1994-07-12T00:00:00Z,6/30/1999,,,225600000,,,225600000,,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",Central Government (Central Agencies),,,
P007917,Latin America and Caribbean,Republic of Paraguay,Closed,PRIVATE SECTOR DEVELOPMENT AND EL NINO PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007917,1994-07-05T00:00:00Z,8/30/2001,,,64000000,,,64000000,,,Specific Investment Loan,B,,"Other Industry, Trade and Services",,,,
P006103,Latin America and Caribbean,Belize,Closed,Power Sector Development Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006103,1994-07-05T00:00:00Z,6/30/1999,,,37900000,,,37900000,,,Specific Investment Loan,B,,Power,,,,
P006568,Latin America and Caribbean,Federative Republic of Brazil,Closed,RF-Science Centers & Directed Research Project-Phase I,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006568,1994-07-01T00:00:00Z,12/31/1999,,,20260000,,,20260000,,,,C,,Central Government (Central Agencies),,,,
P006956,Latin America and Caribbean,Caribbean,Closed,Wider Caribbean Initiative for Ship Generated Solid Wastes Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006956,1994-06-30T00:00:00Z,,,,5500000,,,5500000,0,,Specific Investment Loan,B,,Other Public Administration,,,,
P006967,Latin America and Caribbean,Caribbean,Closed,Caribbean Development Bank Project (06),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006967,1994-06-29T00:00:00Z,12/31/2002,,,68000000,,,68000000,,,Financial Intermediary Loan,C,,Other Energy and Extractives,"Other Industry, Trade and Services","Other Water Supply, Sanitation and Waste Management",,
P006522,Latin America and Caribbean,Federative Republic of Brazil,Closed,Espirito Santo Water and Coastal Pollution Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006522,1994-06-28T00:00:00Z,6/30/2003,,,173259000,,,173259000,,,Specific Investment Loan,B,,Sewerage,Water Supply,Sub-National Government,,
P006558,Latin America and Caribbean,Federative Republic of Brazil,Closed,BR-PARANA BASIC EDUCATION QUALITY,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006558,1994-06-28T00:00:00Z,12/31/2001,,,198400000,,,198400000,,,Specific Investment Loan,C,,Primary Education,Tertiary Education,Sub-National Government,,
P007784,Latin America and Caribbean,Republic of Nicaragua,Closed,Economic Recovery Credit Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007784,1994-06-21T00:00:00Z,4/24/1997,,,79700000,,,79700000,0,,Sector Adjustment Loan,C,,Central Government (Central Agencies),"Other Industry, Trade and Services",Banking Institutions,,
P037558,Latin America and Caribbean,Republic of Nicaragua,Closed,ERC II IDA REFLOW,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P037558,1994-06-21T00:00:00Z,,,,7600000,,,7600000,,,Sector Adjustment Loan,C,,Central Government (Central Agencies),"Other Industry, Trade and Services",Banking Institutions,,
P007489,Latin America and Caribbean,Jamaica,Closed,Tax Administration Reform Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007489,1994-06-16T00:00:00Z,3/31/2001,,,13200000,,,13200000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),,,,
P035713,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Substitution of HFC-134a for CFC-12 in Central Air Conditioning Systems Montreal Protocol Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P035713,1994-06-10T00:00:00Z,,,,0,,,0,,,Specific Investment Loan,C,,(Historic)Other finance,,,,
P007612,Latin America and Caribbean,United Mexican States,Closed,2nd Solid Waste Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007612,1994-06-09T00:00:00Z,12/31/2000,,,6900000,,,6900000,,,Specific Investment Loan,A,,Waste Management,Central Government (Central Agencies),Sub-National Government,,
P007707,Latin America and Caribbean,United Mexican States,Closed,Water Supply and Sanitation Sector Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007707,1994-06-09T00:00:00Z,8/31/2000,,,770000000,,,770000000,,,Sector Investment and Maintenance Loan,B,,Water Supply,Sewerage,Central Government (Central Agencies),,
P007710,Latin America and Caribbean,United Mexican States,Closed,Northern Border Environment Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007710,1994-06-09T00:00:00Z,9/29/2003,,,641400000,,,641400000,,,Specific Investment Loan,A,,Roads and highways,"Other Water Supply, Sanitation and Waste Management",Central Government (Central Agencies),,
P006543,Latin America and Caribbean,Federative Republic of Brazil,Closed,Basic Education Quality Improvement Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006543,1994-05-17T00:00:00Z,6/28/2002,,,302000000,,,302000000,,,Specific Investment Loan,C,,Primary Education,Tertiary Education,Sub-National Government,,
P007105,Latin America and Caribbean,Republic of Ecuador,Closed,Irrigation Technical Assitance,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007105,1994-05-10T00:00:00Z,6/30/2001,,,25500000,,,25500000,,,Technical Assistance Loan,B,,Central Government (Central Agencies),,,,
P007029,Latin America and Caribbean,Republic of Ecuador,Closed,BIODIVERSITY PROTECTION (GEF),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007029,1994-05-09T00:00:00Z,6/30/2000,,,7200000,,,7200000,0,,Specific Investment Loan,B,,Central Government (Central Agencies),Other Transportation,"Other Water Supply, Sanitation and Waste Management",,
P008171,Latin America and Caribbean,Oriental Republic of Uruguay,Closed,Basic Education Quality Improvement Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008171,1994-05-03T00:00:00Z,6/30/2001,,,45000000,,,45000000,,,Specific Investment Loan,C,,Primary Education,Other Public Administration,Early Childhood Education,,
P007725,Latin America and Caribbean,United Mexican States,Closed,Primary Education Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007725,1994-03-31T00:00:00Z,12/31/2001,,,560000000,,,560000000,,,Specific Investment Loan,C,,Primary Education,Central Government (Central Agencies),Sub-National Government,,
P007400,Latin America and Caribbean,Jamaica,Closed,Demand Side Management Demonstration Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007400,1994-03-31T00:00:00Z,12/31/1999,,,11100000,,,11100000,0,,Specific Investment Loan,C,,"Other Industry, Trade and Services",Central Government (Central Agencies),,,
P007485,Latin America and Caribbean,Jamaica,Closed,Private Investment and Export Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007485,1994-03-25T00:00:00Z,6/30/2001,,,123600000,,,123600000,,,Specific Investment Loan,C,,Capital Markets,Central Government (Central Agencies),Banking Institutions,,
P007492,Latin America and Caribbean,United Mexican States,Closed,High Efficiency Lighting Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007492,1994-03-18T00:00:00Z,12/31/1997,,,23000000,,,23000000,0,,Specific Investment Loan,B,,Other Energy and Extractives,,,,
P008045,Latin America and Caribbean,Republic of Peru,Closed,Transport Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008045,1994-03-17T00:00:00Z,6/30/2000,,,150000000,,,150000000,,,Sector Investment and Maintenance Loan,B,,Roads and highways,Railways,Central Government (Central Agencies),,
P006555,Latin America and Caribbean,Federative Republic of Brazil,Closed,"Second State Highway Management Project (Piaui, Tocantins, Maranhao)",,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006555,1994-03-15T00:00:00Z,12/31/1999,,,460000000,,,460000000,,,Sector Investment and Maintenance Loan,B,,Roads and highways,Central Government (Central Agencies),,,
P006062,Latin America and Caribbean,Argentine Republic,Closed,Capital Market Development Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006062,1994-03-01T00:00:00Z,9/30/1999,,,10200000,,,10200000,,,Technical Assistance Loan,C,,Insurance and Pension,Capital Markets,Workforce Development and Vocational Education,,
P005988,Latin America and Caribbean,Argentine Republic,Closed,Capital Market Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005988,1994-03-01T00:00:00Z,6/30/2006,,,500000000,,,500000000,,,Financial Intermediary Loan,C,,Banking Institutions,Capital Markets,,,
P007918,Latin America and Caribbean,Republic of Paraguay,Closed,Natural Resources Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007918,1994-02-22T00:00:00Z,3/31/2006,,,79100000,,,79100000,,,Specific Investment Loan,A,,"Other Agriculture, Fishing and Forestry",Social Protection,Roads and highways,,
P007106,Latin America and Caribbean,Republic of Ecuador,Closed,THIRD SOCIAL DEVELOPMENT PROJECT (Emergency Social Investment Fund),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007106,1994-02-22T00:00:00Z,6/30/1998,,,127060000,,,127060000,,,Sector Investment and Maintenance Loan,B,,Social Protection,Central Government (Central Agencies),,,
P007701,Latin America and Caribbean,United Mexican States,Closed,On-farm & Minor Irrigation Networks Improvement,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007701,1994-02-17T00:00:00Z,3/31/2002,,,568800000,,,568800000,,,Specific Investment Loan,B,,Irrigation and Drainage,Central Government (Central Agencies),,,
P006190,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Municipal Sector Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006190,1994-02-08T00:00:00Z,12/31/1999,,,54760000,,,54760000,,,Specific Investment Loan,B,,"Other Water Supply, Sanitation and Waste Management","Other Industry, Trade and Services",Sub-National Government,,
P008048,Latin America and Caribbean,Republic of Peru,Closed,Basic Health & Nutrition Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008048,1994-02-03T00:00:00Z,12/31/2000,,,44500000,,,44500000,,,Specific Investment Loan,C,,Health,,,,
P008175,Latin America and Caribbean,Oriental Republic of Uruguay,Closed,Private Sector Development  Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008175,1994-01-25T00:00:00Z,11/30/1997,,,35000000,,,35000000,,,Specific Investment Loan,B,,Capital Markets,,,,
P008173,Latin America and Caribbean,Oriental Republic of Uruguay,Closed,Natural Resources Management and Irrigation Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008173,1994-01-25T00:00:00Z,12/31/2002,,,74000000,,,74000000,,,Specific Investment Loan,A,,Irrigation and Drainage,Central Government (Central Agencies),"Agricultural Extension, Research, and Other Support Activities",,
P035710,Latin America and Caribbean,Plurinational State of Bolivia,Closed,SAC SUPLM III (IDA REFLOW),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P035710,1994-01-14T00:00:00Z,,,,9400000,,,9400000,,,Structural Adjustment Loan,U,,Other Non-bank Financial Institutions,Banking Institutions,Central Government (Central Agencies),,
P035712,Latin America and Caribbean,Republic of Honduras,Closed,AG SEC CRD SUPLM (IDA REFLOW),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P035712,1994-01-14T00:00:00Z,,,,27900000,,,27900000,,,Sector Adjustment Loan,C,,"Other Agriculture, Fishing and Forestry",Central Government (Central Agencies),Forestry,,
P035711,Latin America and Caribbean,Co-operative Republic of Guyana,Closed,SAC SUPLM IV (IDA REFLOW),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P035711,1994-01-14T00:00:00Z,,,,2800000,,,2800000,,,Structural Adjustment Loan,U,,Central Government (Central Agencies),"Other Industry, Trade and Services",Crops,,
P006868,Latin America and Caribbean,Republic of Colombia,Closed,Natural Resource Management Program,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006868,1993-12-23T00:00:00Z,3/31/2001,,,50000000,,,50000000,,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",Sub-National Government,Other Education,,
P007257,Latin America and Caribbean,Co-operative Republic of Guyana,Closed,Guyana Water Supply Technical Assistance and Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007257,1993-12-21T00:00:00Z,3/27/2004,,,55000000,,,55000000,,,Sector Investment and Maintenance Loan,B,,Water Supply,,,,
P007913,Latin America and Caribbean,Republic of Paraguay,Closed,Eighth Highway Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007913,1993-12-21T00:00:00Z,4/30/2004,,,144300000,,,144300000,,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),,,
P007844,Latin America and Caribbean,Republic of Panama,Closed,Roads Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007844,1993-12-21T00:00:00Z,9/30/2003,,,661000000,,,661000000,,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),,,
P006213,Latin America and Caribbean,Federative Republic of Brazil,Closed,ODS Phase-Out Program (Montreal Protocol),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006213,1993-12-17T00:00:00Z,6/30/1999,,,10900000,,,10900000,,,Specific Investment Loan,C,,(Historic)Other finance,,,,
P006866,Latin America and Caribbean,Republic of Colombia,Closed,Secondary Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006866,1993-12-16T00:00:00Z,12/31/2002,,,150400000,,,150400000,,,Specific Investment Loan,C,,Secondary Education,Tertiary Education,Central Government (Central Agencies),,
P007778,Latin America and Caribbean,Republic of Nicaragua,Closed,Health Sector Reform Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007778,1993-12-16T00:00:00Z,12/31/1998,,,20100000,,,20100000,,,Specific Investment Loan,B,,Health,Central Government (Central Agencies),,,
P008062,Latin America and Caribbean,Republic of Peru,Closed,Social Development and Compensation Fund Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008062,1993-12-16T00:00:00Z,6/30/1997,,,495000000,,,495000000,,,Sector Investment and Maintenance Loan,C,,Social Protection,Central Government (Central Agencies),,,
P006677,Latin America and Caribbean,Republic of Chile,Closed,Municipal Development Pilot Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006677,1993-12-07T00:00:00Z,6/30/1998,,,20000000,,,20000000,,,Specific Investment Loan,C,,Sub-National Government,Central Government (Central Agencies),,,
P006889,Latin America and Caribbean,Republic of Colombia,Closed,Public  Financial Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006889,1993-12-07T00:00:00Z,3/31/2001,,,30000000,,,30000000,,,Specific Investment Loan,C,,Central Government (Central Agencies),,,,
