Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P006104,Latin America and Caribbean,Belize,Closed,Belize City Infrastructure Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006104,1993-11-30T00:00:00Z,12/31/1997,,,28000000,,,28000000,,,Sector Investment and Maintenance Loan,B,,Roads and highways,Irrigation and Drainage,Ports/Waterways,,
P006452,Latin America and Caribbean,Federative Republic of Brazil,Closed,Northeast Basic Education Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006452,1993-11-23T00:00:00Z,12/31/1999,,,367000000,,,367000000,,,Sector Investment and Maintenance Loan,C,,Primary Education,Sub-National Government,,,
P006546,Latin America and Caribbean,Federative Republic of Brazil,Closed,AIDS and STD Control Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006546,1993-11-09T00:00:00Z,6/30/1998,,,250000000,,,250000000,,,Specific Investment Loan,C,,Health,Central Government (Central Agencies),,,
P008210,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Urban Transport Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008210,1993-11-04T00:00:00Z,6/30/2002,,,149300000,,,149300000,,,Specific Investment Loan,B,,Other Transportation,Central Government (Central Agencies),Sub-National Government,,
P008218,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Basic Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008218,1993-11-04T00:00:00Z,4/30/2000,,,178900000,,,178900000,,,Specific Investment Loan,C,,Primary Education,Tertiary Education,Central Government (Central Agencies),,
P007129,Latin America and Caribbean,Republic of Ecuador,Closed,Mining Development and Environmental Control Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007129,1993-10-21T00:00:00Z,12/31/2000,,,20200000,,,20200000,,,Technical Assistance Loan,A,,Renewable Energy Biomass,Central Government (Central Agencies),,,
P006954,Latin America and Caribbean,Republic of Costa Rica,Closed,Health Sector Reform Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006954,1993-10-21T00:00:00Z,9/30/2002,,,32000000,,,32000000,,,Specific Investment Loan,C,,Health,Public Administration - Health,Central Government (Central Agencies),,
P007030,Latin America and Caribbean,Republic of Ecuador,Closed,Phase-out of Ozone Depleting Substances Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007030,1993-10-12T00:00:00Z,6/30/1997,,,1600000,,,1600000,0,,Specific Investment Loan,C,,(Historic)Other environment,,,,
P007260,Latin America and Caribbean,Co-operative Republic of Guyana,Closed,Sugar Industry Restructuring and Privatization Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007260,1993-09-16T00:00:00Z,12/31/1996,,,40500000,,,40500000,,,Specific Investment Loan,B,,Central Government (Central Agencies),,,,
P007175,Latin America and Caribbean,Republic of El Salvador,Closed,Technical Assistance Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007175,1993-09-14T00:00:00Z,9/30/1996,,,6300000,,,6300000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),Law and Justice,,,
P007165,Latin America and Caribbean,Republic of El Salvador,Closed,Structural Adjustment Loan Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007165,1993-09-14T00:00:00Z,12/31/1994,,,50000000,,,50000000,,,Structural Adjustment Loan,U,,Central Government (Central Agencies),"Other Industry, Trade and Services",Social Protection,,
P007377,Latin America and Caribbean,Republic of Honduras,Closed,Agricultural Sector Adjustment Credit Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007377,1993-08-05T00:00:00Z,6/30/1997,,,110000000,,,110000000,,,Sector Adjustment Loan,B,,Central Government (Central Agencies),"Other Agriculture, Fishing and Forestry",Banking Institutions,,
P006025,Latin America and Caribbean,Argentine Republic,Closed,Maternal and Child Health and Nutrition Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006025,1993-08-03T00:00:00Z,3/30/2000,,,100000000,,,100000000,,,Specific Investment Loan,C,,Health,Central Government (Central Agencies),,,
P006524,Latin America and Caribbean,Federative Republic of Brazil,Closed,Minas Gerais Municipal Management and Environmental Infrastructure Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006524,1993-07-20T00:00:00Z,12/31/2001,,,333100000,,,333100000,,,Specific Investment Loan,B,,Water Supply,Waste Management,Sewerage,,
P007780,Latin America and Caribbean,Republic of Nicaragua,Closed,Agricultural Technology & Land Management,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007780,1993-07-20T00:00:00Z,6/30/2000,,,57800000,,,57800000,,,Specific Investment Loan,B,,Central Government (Central Agencies),"Agricultural Extension, Research, and Other Support Activities",,,
P006089,Latin America and Caribbean,Barbados,Closed,Human Resources Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006089,1993-07-01T00:00:00Z,12/31/2000,,,13803298,,,13803298,,,Specific Investment Loan,C,,Workforce Development and Vocational Education,Primary Education,Central Government (Central Agencies),,
P006547,Latin America and Caribbean,Federative Republic of Brazil,Closed,RIO DE JANEIRO METROPOLITAN TRANSPORT DECENTRALIZATION PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006547,1993-06-29T00:00:00Z,12/31/2000,,,272000000,,,272000000,,,Specific Investment Loan,B,,Other Transportation,Central Government (Central Agencies),,,
P006200,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Social Investment Fund Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006200,1993-06-29T00:00:00Z,12/31/1998,,,70000000,,,70000000,,,Sector Investment and Maintenance Loan,C,,Health,Primary Education,Central Government (Central Agencies),,
P006196,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Integrated Child Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006196,1993-06-29T00:00:00Z,3/31/2004,,,140200000,,,140200000,,,Specific Investment Loan,C,,Social Protection,Central Government (Central Agencies),,,
P007723,Latin America and Caribbean,United Mexican States,Closed,Highway Rehabilitation and Traffic Safety Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007723,1993-06-24T00:00:00Z,12/31/2000,,,1560000000,,,1560000000,,,Sector Investment and Maintenance Loan,C,,Roads and highways,Central Government (Central Agencies),,,
P006941,Latin America and Caribbean,Republic of Costa Rica,Closed,Water Supply and Sewerage Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006941,1993-06-17T00:00:00Z,12/31/2003,,,36000000,,,36000000,,,Specific Investment Loan,B,,Water Supply,Sewerage,Central Government (Central Agencies),,
P007484,Latin America and Caribbean,Jamaica,Closed,Private Sector Development Adjustment Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007484,1993-06-15T00:00:00Z,12/31/1995,,,75000000,,,75000000,,,Sector Adjustment Loan,C,,"Other Industry, Trade and Services",Central Government (Central Agencies),"Other Agriculture, Fishing and Forestry",,
P006854,Latin America and Caribbean,Republic of Colombia,Closed,Municipal Health Services Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006854,1993-06-08T00:00:00Z,12/31/2002,,,83100000,,,83100000,,,Specific Investment Loan,C,,Health,,,,
P006003,Latin America and Caribbean,Argentine Republic,Closed,Road Maintenance and Rehabilitation Sector Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006003,1993-06-03T00:00:00Z,6/30/2000,,,756000000,,,756000000,,,Specific Investment Loan,B,,Roads and highways,,,,
P008059,Latin America and Caribbean,Republic of Peru,Closed,Energy and Mining Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008059,1993-06-01T00:00:00Z,9/30/1998,,,17500000,,,17500000,,,Technical Assistance Loan,B,,Central Government (Central Agencies),,,,
P007098,Latin America and Caribbean,Republic of Ecuador,Closed,Private Sector Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007098,1993-06-01T00:00:00Z,6/1/1999,,,252000000,,,252000000,,,Financial Intermediary Loan,B,,Capital Markets,,,,
P006870,Latin America and Caribbean,Republic of Colombia,Closed,Export Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006870,1993-05-25T00:00:00Z,12/31/1999,,,86600000,,,86600000,,,Financial Intermediary Loan,C,,Central Government (Central Agencies),Capital Markets,,,
P006576,Latin America and Caribbean,Republic of Chile,Closed,Reduction of Ozone Project (Montreal Protocol),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006576,1993-05-21T00:00:00Z,6/30/2007,,,6500000,,,6500000,,,Specific Investment Loan,C,,"Other Industry, Trade and Services",Central Government (Central Agencies),,,
P006427,Latin America and Caribbean,Federative Republic of Brazil,Closed,Northeast Basic Education Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006427,1993-05-13T00:00:00Z,12/31/1998,,,378500000,,,378500000,,,Sector Investment and Maintenance Loan,C,,Primary Education,Tertiary Education,Sub-National Government,,
P008179,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,MOLANCA C.A.,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008179,1993-04-30T00:00:00Z,12/31/1994,,,0,,,0,,,Specific Investment Loan,C,,(Historic)Macro/non-trade,,,,
P008047,Latin America and Caribbean,Republic of Peru,Closed,Privatization Adjustment Loan,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008047,1993-04-20T00:00:00Z,1/30/1998,,,250000000,,,250000000,,,Sector Adjustment Loan,C,,Other Energy and Extractives,ICT Infrastructure,"Other Industry, Trade and Services",,
P006952,Latin America and Caribbean,Republic of Costa Rica,Closed,Structural Adjustment Loan Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006952,1993-04-15T00:00:00Z,4/30/1995,,,100000000,,,100000000,,,Structural Adjustment Loan,U,,"Other Industry, Trade and Services",Central Government (Central Agencies),Banking Institutions,,
P007266,Latin America and Caribbean,Co-operative Republic of Guyana,Closed,Public Administration,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007266,1993-03-30T00:00:00Z,7/31/1999,,,22000000,,,22000000,,,Specific Investment Loan,C,,Central Government (Central Agencies),,,,
P007258,Latin America and Caribbean,Co-operative Republic of Guyana,Closed,Infrastructure Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007258,1993-03-25T00:00:00Z,6/30/1999,,,33200000,,,33200000,,,Sector Investment and Maintenance Loan,B,,Roads and highways,"Other Water Supply, Sanitation and Waste Management",Central Government (Central Agencies),,
P007479,Latin America and Caribbean,Jamaica,Closed,Reform of Secondary Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007479,1993-03-25T00:00:00Z,12/31/2000,,,40700000,,,40700000,,,Specific Investment Loan,C,,Secondary Education,Central Government (Central Agencies),Tertiary Education,,
P006875,Latin America and Caribbean,Republic of Colombia,Closed,Agricultural Sector Credit Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006875,1993-03-18T00:00:00Z,6/30/1999,,,1500000000,,,1500000000,,,Financial Intermediary Loan,B,,"Other Agriculture, Fishing and Forestry",,,,
P007167,Latin America and Caribbean,Republic of El Salvador,Closed,AGRICULTURAL SECTOR REFORM AND INVESTMENT PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007167,1993-03-18T00:00:00Z,1/31/2003,,,50000000,,,50000000,,,Specific Investment Loan,B,,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),,,
P006107,Latin America and Caribbean,Plurinational State of Bolivia,Closed,DEBT REDUCTN GRANT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006107,1993-03-17T00:00:00Z,,,,,,,,,,,C,,(Historic)Other finance,,,,
P006047,Latin America and Caribbean,Argentine Republic,Closed,Financial Sector Adjustment Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006047,1993-02-16T00:00:00Z,12/31/1995,,,400000000,,,400000000,,,Structural Adjustment Loan,U,,Banking Institutions,Other Non-bank Financial Institutions,Central Government (Central Agencies),,
P007648,Latin America and Caribbean,United Mexican States,Closed,Medium Size Cities Urban Transport Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007648,1993-02-16T00:00:00Z,12/31/2003,,,471100000,,,471100000,,,Specific Investment Loan,B,,Other Transportation,Sub-National Government,Central Government (Central Agencies),,
P007388,Latin America and Caribbean,Republic of Honduras,Closed,Transport Sector Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007388,1993-02-16T00:00:00Z,4/30/2003,,,106000000,,,106000000,,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),Aviation,,
P006540,Latin America and Caribbean,Federative Republic of Brazil,Closed,Minas Gerais Water Quality and Pollution Control,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006540,1993-01-05T00:00:00Z,9/30/1999,,,290100000,,,290100000,,,Specific Investment Loan,A,,Sewerage,"Other Water Supply, Sanitation and Waste Management",Other Transportation,,
P006012,Latin America and Caribbean,Argentine Republic,Closed,Public Enterprise Reform Adjustment Loan Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006012,1993-01-05T00:00:00Z,12/31/1995,,,300000000,,,300000000,,,Sector Adjustment Loan,B,,"Other Industry, Trade and Services",Central Government (Central Agencies),Other Energy and Extractives,,
P006037,Latin America and Caribbean,Argentine Republic,Closed,Debt and Debt Service Reduction Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006037,1993-01-05T00:00:00Z,7/31/1993,,,450000000,,,450000000,,,Debt and Debt Service Reduction Loan,C,,Central Government (Central Agencies),,,,
P007392,Latin America and Caribbean,Republic of Honduras,Closed,Nutrition and Health Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007392,1993-01-05T00:00:00Z,6/30/2001,,,54200000,,,54200000,,,Specific Investment Loan,C,,Social Protection,Health,Central Government (Central Agencies),,
P007789,Latin America and Caribbean,Republic of Nicaragua,Closed,ECON.REC.CRD (REF2),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007789,1992-12-23T00:00:00Z,,,,0,,,0,,,Structural Adjustment Loan,U,,Central Government (Central Agencies),Trade,Banking Institutions,,
P007267,Latin America and Caribbean,Co-operative Republic of Guyana,Closed,SAC (IDA REF2),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007267,1992-12-23T00:00:00Z,,,,3500000,,,3500000,,,Structural Adjustment Loan,U,,Central Government (Central Agencies),"Other Industry, Trade and Services",Crops,,
P007395,Latin America and Caribbean,Republic of Honduras,Closed,ENERGY SCTR ADJ (REF2),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007395,1992-12-23T00:00:00Z,,,,33100000,,,33100000,,,Sector Adjustment Loan,C,,Power,Central Government (Central Agencies),Oil and Gas,,
P006201,Latin America and Caribbean,Plurinational State of Bolivia,Closed,SAC (IDA REF2),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006201,1992-12-23T00:00:00Z,,,,11100000,,,11100000,,,Structural Adjustment Loan,U,,Other Non-bank Financial Institutions,Banking Institutions,Central Government (Central Agencies),,
P008223,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Highways Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008223,1992-12-22T00:00:00Z,12/30/2002,,,760000000,,,760000000,,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),,,
P006378,Latin America and Caribbean,Federative Republic of Brazil,Closed,Santa Catarina State Highway Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006378,1992-12-22T00:00:00Z,12/31/1999,,,173500000,,,173500000,,,Sector Investment and Maintenance Loan,B,,Roads and highways,Central Government (Central Agencies),,,
P008061,Latin America and Caribbean,Republic of Peru,Closed,SAL,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008061,1992-12-21T00:00:00Z,,,,150000000,,,150000000,,,Structural Adjustment Loan,U,,Central Government (Central Agencies),Public Administration - Social Protection,Banking Institutions,,
P007724,Latin America and Caribbean,United Mexican States,Closed,Labor Market and Productivity Enhancement Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007724,1992-12-15T00:00:00Z,6/30/1998,,,355900000,,,355900000,,,Specific Investment Loan,C,,Workforce Development and Vocational Education,Central Government (Central Agencies),,,
P007694,Latin America and Caribbean,United Mexican States,Closed,Transport Air Quality Management Project for the Mexico City Metropolitan Area,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007694,1992-12-15T00:00:00Z,6/30/1999,,,1086700000,,,1086700000,,,Specific Investment Loan,D,,Sub-National Government,,,,
P006194,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Environmental Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006194,1992-12-10T00:00:00Z,6/30/1997,,,5500000,,,5500000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),Primary Education,Law and Justice,,
P008058,Latin America and Caribbean,Republic of Peru,Closed,Privatization Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008058,1992-12-10T00:00:00Z,12/31/1997,,,30000000,,,30000000,,,Technical Assistance Loan,C,,Other Energy and Extractives,Central Government (Central Agencies),ICT Infrastructure,,
P006108,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Biodiversity Conservation Project (GEF),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006108,1992-12-10T00:00:00Z,12/31/1998,,,8300000,,,8300000,0,,Specific Investment Loan,C,,Central Government (Central Agencies),Forestry,Social Protection,,
P008229,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,National Parks Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008229,1992-12-08T00:00:00Z,6/30/1998,,,96000000,,,96000000,,,Specific Investment Loan,C,,Forestry,"Adult, Basic and Continuing Education",Social Protection,,
P008227,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Endemic Disease Control Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008227,1992-12-08T00:00:00Z,6/30/2000,,,148000000,,,148000000,,,Specific Investment Loan,B,,Health,,,,
P007495,Latin America and Caribbean,United Mexican States,Closed,Ozone Protection Policy and Institutional Strengthening,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007495,1992-12-07T00:00:00Z,12/31/1996,,,4000000,,,4000000,0,,Specific Investment Loan,D,,(Historic)Pollution control / waste management,,,,
P007210,Latin America and Caribbean,Republic of Guatemala,Closed,Economic Modernization Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007210,1992-11-24T00:00:00Z,6/30/1996,,,120000000,,,120000000,,,Structural Adjustment Loan,U,,Central Government (Central Agencies),Other Non-bank Financial Institutions,"Other Industry, Trade and Services",,
P007220,Latin America and Caribbean,Republic of Guatemala,Closed,Social Investment Fund Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007220,1992-11-24T00:00:00Z,3/31/1999,,,120000000,,,120000000,,,Sector Investment and Maintenance Loan,B,,Social Protection,Central Government (Central Agencies),,,
P006664,Latin America and Caribbean,Republic of Chile,Closed,Environmental-Institutional Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006664,1992-11-17T00:00:00Z,12/31/1999,,,11500000,,,11500000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),Forestry,Sub-National Government,,
P006612,Latin America and Caribbean,Republic of Chile,Closed,Irrigation Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006612,1992-11-17T00:00:00Z,6/30/1999,,,118700000,,,118700000,,,Sector Investment and Maintenance Loan,A,,Irrigation and Drainage,Central Government (Central Agencies),,,
P007786,Latin America and Caribbean,Republic of Nicaragua,Closed,Social Investment Fund Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007786,1992-11-17T00:00:00Z,9/30/1996,,,68000000,,,68000000,,,Sector Investment and Maintenance Loan,B,,Social Protection,Central Government (Central Agencies),,,
P006639,Latin America and Caribbean,Republic of Chile,Closed,Health Sector Reform Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006639,1992-11-17T00:00:00Z,6/30/1999,,,298800000,,,298800000,,,Specific Investment Loan,B,,Central Government (Central Agencies),,,,
P007224,Latin America and Caribbean,Co-operative Republic of Guyana,Closed,IDA DEBT REDUCTN FACILITY,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007224,1992-10-20T00:00:00Z,12/31/1992,,,,,,,,,,C,,Banking Institutions,Central Government (Central Agencies),Micro- and SME finance,,
P006036,Latin America and Caribbean,Argentine Republic,Closed,YACYRETA II,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006036,1992-09-29T00:00:00Z,12/31/2000,,,1490000000,,,1490000000,,,Specific Investment Loan,A,,Power,,,,
P006051,Latin America and Caribbean,Argentine Republic,Closed,Flood Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006051,1992-09-29T00:00:00Z,3/31/1998,,,,,,,,,Emergency Recovery Loan,C,,"Other Water Supply, Sanitation and Waste Management",Other Transportation,Housing Construction,,
P007920,Latin America and Caribbean,Republic of Paraguay,Closed,Rural Water Supply and Sanitation Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007920,1992-09-10T00:00:00Z,6/30/1998,,,36300000,,,36300000,,,Specific Investment Loan,B,,Water Supply,Sanitation,Central Government (Central Agencies),,
P007716,Latin America and Caribbean,United Mexican States,Closed,Initial Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007716,1992-09-08T00:00:00Z,6/30/1998,,,107500000,,,107500000,,,Specific Investment Loan,C,,Early Childhood Education,Workforce Development and Vocational Education,"Adult, Basic and Continuing Education",,
P008169,Latin America and Caribbean,Oriental Republic of Uruguay,Closed,Public Enterprise Reform Project - PERL,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008169,1992-09-03T00:00:00Z,6/30/1997,,,9500000,,,9500000,,,Technical Assistance Loan,C,,Central Government (Central Agencies),Other Transportation,ICT Infrastructure,,
P008233,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Judicial Infrastructure Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008233,1992-08-06T00:00:00Z,10/31/2002,,,60000000,,,60000000,,,Technical Assistance Loan,C,,Law and Justice,,,,
P007374,Latin America and Caribbean,Republic of Honduras,Closed,Morazan Dam Emergency Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007374,1992-08-04T00:00:00Z,9/30/1995,,,22700000,,,22700000,,,Emergency Recovery Loan,C,,Renewable energy,Central Government (Central Agencies),,,
P007087,Latin America and Caribbean,Republic of Ecuador,Closed,SOCIAL DEVELOPMENT II: HEALTH AND NUTRITION (FASBASE),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007087,1992-07-21T00:00:00Z,6/30/2001,,,102200000,,,102200000,,,Sector Investment and Maintenance Loan,C,,Health,Sanitation,Central Government (Central Agencies),,
P007476,Latin America and Caribbean,Jamaica,Closed,Energy Sector Deregulation and Privatization Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007476,1992-07-02T00:00:00Z,12/31/1999,,,179000000,,,179000000,,,Specific Investment Loan,B,,Power,Central Government (Central Agencies),,,
P006541,Latin America and Caribbean,Federative Republic of Brazil,Closed,WATER QUALITY AND POLLUTION CONTROL PROJECT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006541,1992-07-02T00:00:00Z,12/31/2002,,,494000000,,,494000000,,,Specific Investment Loan,A,,"Other Water Supply, Sanitation and Waste Management",Sub-National Government,Roads and highways,,
P007696,Latin America and Caribbean,United Mexican States,Closed,Housing Market Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007696,1992-06-25T00:00:00Z,12/31/1997,,,1594000000,,,1594000000,,,Sector Investment and Maintenance Loan,B,,Banking Institutions,Other Non-bank Financial Institutions,Law and Justice,,
P007394,Latin America and Caribbean,Republic of Honduras,Closed,Social Investment Fund Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007394,1992-06-25T00:00:00Z,10/31/1995,,,67500000,,,67500000,,,Specific Investment Loan,C,,Social Protection,,,,
P008212,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Low Income Barrios Improvement Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008212,1992-06-23T00:00:00Z,12/31/1998,,,85500000,,,85500000,,,Sector Investment and Maintenance Loan,B,,Water Supply,Roads and highways,Sub-National Government,,
P006086,Latin America and Caribbean,Barbados,Closed,Road Maintenance and Rehabilitation Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006086,1992-06-23T00:00:00Z,12/31/1998,,,33200000,,,33200000,,,Sector Investment and Maintenance Loan,B,,Roads and highways,,,,
P008226,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Student Loan Reform Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008226,1992-06-23T00:00:00Z,12/31/1999,,,85600000,,,85600000,,,Specific Investment Loan,C,,Central Government (Central Agencies),,,,
P006180,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Road Maintenance Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006180,1992-06-18T00:00:00Z,6/30/2001,,,240000000,,,240000000,,,Sector Investment and Maintenance Loan,B,,Roads and highways,Central Government (Central Agencies),,,
P006505,Latin America and Caribbean,Federative Republic of Brazil,Closed,Mato Grosso Natural Resources Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006505,1992-06-18T00:00:00Z,9/30/2002,,,285700000,,,285700000,,,Specific Investment Loan,B,,Other Public Administration,"Other Agriculture, Fishing and Forestry","Other Water Supply, Sanitation and Waste Management",,
P008050,Latin America and Caribbean,Republic of Peru,Closed,Financial Sector Adjustment Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008050,1992-06-17T00:00:00Z,9/30/1996,,,400000000,,,400000000,,,Sector Adjustment Loan,C,,Banking Institutions,Insurance and Pension,Central Government (Central Agencies),,
P006495,Latin America and Caribbean,Federative Republic of Brazil,Closed,National Industrial Pollution Control Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006495,1992-05-28T00:00:00Z,6/30/1997,,,200500000,,,200500000,,,Specific Investment Loan,D,,"Other Industry, Trade and Services",Banking Institutions,Sub-National Government,,
P007676,Latin America and Caribbean,United Mexican States,Closed,Science and Technology Infrastructure Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007676,1992-05-26T00:00:00Z,6/30/1998,,,885800000,,,885800000,,,Specific Investment Loan,C,,Central Government (Central Agencies),,,,
P006636,Latin America and Caribbean,Republic of Chile,Closed,Small Farmer Services Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006636,1992-05-21T00:00:00Z,6/30/1998,,,236000000,,,236000000,,,Sector Investment and Maintenance Loan,B,,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),,,
P007682,Latin America and Caribbean,United Mexican States,Closed,Agricultural Technology Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007682,1992-05-05T00:00:00Z,6/30/1999,,,180000000,,,180000000,,,Specific Investment Loan,C,,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),,,
P007254,Latin America and Caribbean,Co-operative Republic of Guyana,Closed,"Simap - Health, Nutrition and Water and Sanitation Project",,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007254,1992-04-30T00:00:00Z,9/30/1997,,,11700000,,,11700000,,,Sector Investment and Maintenance Loan,C,,Health,"Other Water Supply, Sanitation and Waste Management",Central Government (Central Agencies),,
