Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Last Stage Reached,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P007053,Latin America and Caribbean,Republic of Ecuador,Closed,Agriculture Credit Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007053,1977-06-14T00:00:00Z,12/31/1983,,,,,,,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
P006280,Latin America and Caribbean,Federative Republic of Brazil,Closed,Vocational Training Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006280,1977-06-09T00:00:00Z,6/30/1985,,,,,,,,,Sector Investment and Maintenance Loan,,,Vocational training,,,,
P006747,Latin America and Caribbean,Republic of Colombia,Closed,Small Scale Industries Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006747,1977-06-07T00:00:00Z,9/30/1981,,,,,,,,,Financial Intermediary Loan,,,(Historic)Small scale enterprise,,,,
P006746,Latin America and Caribbean,Republic of Colombia,Closed,Telecommunications Project (04),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006746,1977-06-07T00:00:00Z,12/31/1985,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Telecommunications and informatics,,,,
P007055,Latin America and Caribbean,Republic of Ecuador,Closed,Highway Project (05),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007055,1977-05-19T00:00:00Z,12/31/1985,,,,,,,,,Specific Investment Loan,,,(Historic)Highways,,,,
P007188,Latin America and Caribbean,Republic of Guatemala,Closed,Aguacapa Power Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007188,1977-05-17T00:00:00Z,6/30/1981,,,,,,,,,Specific Investment Loan,,,(Historic)Hydro,,,,
P006128,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Railway Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006128,1977-05-12T00:00:00Z,12/31/1984,,,,,,,,,Specific Investment Loan,,,Railways,,,,
P006127,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Aviation Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006127,1977-05-12T00:00:00Z,6/30/1985,,,,,,,,,Specific Investment Loan,,,(Historic)Other transportation,,,,
P007863,Latin America and Caribbean,Republic of Paraguay,Closed,Rural Development Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007863,1977-05-10T00:00:00Z,12/31/1984,,,,,,,,,Specific Investment Loan,,,(Historic)Agriculture adjustment,,,,
P007544,Latin America and Caribbean,United Mexican States,Closed,Baja California Tourism Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007544,1977-05-10T00:00:00Z,6/30/1982,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Other urban development,,,,
P007864,Latin America and Caribbean,Republic of Paraguay,Closed,Industrial Credit Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007864,1977-05-10T00:00:00Z,9/30/1983,,,,,,,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
P006282,Latin America and Caribbean,Federative Republic of Brazil,Closed,Valefertil Phosphate Fertilizer Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006282,1977-04-26T00:00:00Z,6/30/1984,,,,,,,,,Specific Investment Loan,,,(Historic)Fertilizer and other chemicals,,,,
P006914,Latin America and Caribbean,Republic of Costa Rica,Closed,Agricultural Credit and Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006914,1977-04-26T00:00:00Z,12/31/1984,,,,,,,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
P006281,Latin America and Caribbean,Federative Republic of Brazil,Closed,Sergipe Fertilizer Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006281,1977-04-19T00:00:00Z,5/31/1983,,,,,,,,,Specific Investment Loan,,,(Historic)Fertilizer and other chemicals,,,,
P007757,Latin America and Caribbean,Republic of Nicaragua,Closed,Power Project (09),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007757,1977-04-12T00:00:00Z,6/30/1983,,,,,,,,,Specific Investment Loan,,,(Historic)Distribution and transmission,,,,
P006126,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Education and Vocational Training Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006126,1977-04-12T00:00:00Z,12/31/1985,,,,,,,,,Specific Investment Loan,,,Primary Education,,,,
P007960,Latin America and Caribbean,Republic of Peru,Closed,Irrigation Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007960,1977-04-12T00:00:00Z,12/31/1985,,,,,,,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
P007804,Latin America and Caribbean,Republic of Panama,Closed,Livestock Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007804,1977-04-05T00:00:00Z,8/30/1985,,,,,,,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
P007803,Latin America and Caribbean,Republic of Panama,Closed,Fisheries Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007803,1977-04-05T00:00:00Z,12/31/1981,,,,,,,,,Specific Investment Loan,,,Fisheries,,,,
P007351,Latin America and Caribbean,Republic of Honduras,Closed,Port Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007351,1977-04-05T00:00:00Z,6/30/1984,,,,,,,,,Specific Investment Loan,,,Ports/Waterways,,,,
P005932,Latin America and Caribbean,Argentine Republic,Closed,Highway Project (04),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005932,1977-03-22T00:00:00Z,12/31/1985,,,,,,,,,Specific Investment Loan,,,(Historic)Highways,,,,
P006278,Latin America and Caribbean,Federative Republic of Brazil,Closed,Minas Gerais Rural Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006278,1977-01-11T00:00:00Z,12/31/1984,,,,,,,,,Financial Intermediary Loan,,,(Historic)Agriculture adjustment,,,,
P007276,Latin America and Caribbean,Republic of Haiti,Closed,Rural Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007276,1976-12-28T00:00:00Z,6/30/1983,,,,,,,,,Specific Investment Loan,,,(Historic)Agriculture adjustment,,,,
P006744,Latin America and Caribbean,Republic of Colombia,Closed,Agricultural Credit Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006744,1976-12-28T00:00:00Z,12/31/1983,,,,,,,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
P007054,Latin America and Caribbean,Republic of Ecuador,Closed,Development Banking Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007054,1976-12-28T00:00:00Z,6/30/1982,,,,,,,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
P007961,Latin America and Caribbean,Republic of Peru,Closed,COFIDE Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007961,1976-12-28T00:00:00Z,6/30/1983,,,,,,,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
P006745,Latin America and Caribbean,Republic of Colombia,Closed,Integrated Rural Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006745,1976-12-23T00:00:00Z,9/30/1984,,,,,,,,,Specific Investment Loan,,,(Historic)Agriculture adjustment,,,,
P006601,Latin America and Caribbean,Republic of Chile,Closed,Power Project (06),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006601,1976-12-21T00:00:00Z,6/30/1981,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Hydro,,,,
P006600,Latin America and Caribbean,Republic of Chile,Closed,Livestock Fruits Vineyards and Agro-Industry Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006600,1976-12-21T00:00:00Z,6/30/1981,,,,,,,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
P007865,Latin America and Caribbean,Republic of Paraguay,Closed,Education Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007865,1976-12-07T00:00:00Z,2/28/1982,,,,,,,,,Specific Investment Loan,,,Primary Education,,,,
P006283,Latin America and Caribbean,Federative Republic of Brazil,Closed,Electrosul Transmission Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006283,1976-11-23T00:00:00Z,12/31/1982,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Distribution and transmission,,,,
P007350,Latin America and Caribbean,Republic of Honduras,Closed,Highway Project (07),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007350,1976-11-23T00:00:00Z,12/31/1983,,,,,,,,,Specific Investment Loan,,,(Historic)Highways,,,,
P005931,Latin America and Caribbean,Argentine Republic,Closed,Buenos Aires Power Project (04),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005931,1976-09-21T00:00:00Z,12/30/1983,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Distribution and transmission,,,,
P006125,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Small Scale Mining Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006125,1976-09-21T00:00:00Z,12/31/1982,,,,,,,,,Financial Intermediary Loan,,,(Historic)Mining and other extractive,,,,
P006983,Latin America and Caribbean,Dominican Republic,Closed,Population and Family Health Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006983,1976-09-14T00:00:00Z,12/31/1981,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Targeted health,,,,
P006129,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Water Supply and Sewerage Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006129,1976-09-14T00:00:00Z,2/28/1985,,,,,,,,,Specific Investment Loan,,,(Historic)Urban water supply,,,,
P006064,Latin America and Caribbean,Commonwealth of The Bahamas,Closed,Water Supply and Sewerage Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006064,1976-07-27T00:00:00Z,12/31/1982,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Urban water supply,,,,
P006984,Latin America and Caribbean,Dominican Republic,Closed,Road Maintenance and Reconstruction Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006984,1976-07-15T00:00:00Z,6/30/1980,,,,,,,,,Specific Investment Loan,,,(Historic)Highways,,,,
P007187,Latin America and Caribbean,Republic of Guatemala,Closed,Earthquake Reconstruction Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007187,1976-07-15T00:00:00Z,6/30/1983,,,,,,,,,Emergency Recovery Loan,,,(Historic)Urban development adjustment,,,,
P006279,Latin America and Caribbean,Federative Republic of Brazil,Closed,Agro Industries Credit Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006279,1976-07-15T00:00:00Z,12/31/1983,,,,,,,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
P006284,Latin America and Caribbean,Federative Republic of Brazil,Closed,Water Supply and Sewerage Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006284,1976-07-06T00:00:00Z,9/30/1982,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Urban water supply,,,,
P007543,Latin America and Caribbean,United Mexican States,Closed,Steel Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007543,1976-07-01T00:00:00Z,6/30/1981,,,,,,,,,Specific Investment Loan,,,(Historic)Other industry,,,,
P006273,Latin America and Caribbean,Federative Republic of Brazil,Closed,Nutrition Research and Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006273,1976-06-24T00:00:00Z,6/30/1983,,,,,,,,,Specific Investment Loan,,,(Historic)Targeted health,,,,
P006274,Latin America and Caribbean,Federative Republic of Brazil,Closed,Northeast Power Distribution Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006274,1976-06-24T00:00:00Z,6/30/1982,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Distribution and transmission,,,,
P006123,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Banco Industrial Mining Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006123,1976-06-22T00:00:00Z,12/31/1982,,,,,,,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
P007275,Latin America and Caribbean,Republic of Haiti,Closed,Power Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007275,1976-06-17T00:00:00Z,12/31/1978,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Thermal,,,,
P007152,Latin America and Caribbean,Republic of El Salvador,Closed,Ahuachapan Power Expansion Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007152,1976-06-17T00:00:00Z,6/30/1981,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Thermal,,,,
P007959,Latin America and Caribbean,Republic of Peru,Closed,Urban Sites and Services Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007959,1976-06-08T00:00:00Z,12/31/1983,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Urban housing,,,,
P007417,Latin America and Caribbean,Jamaica,Closed,Population Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007417,1976-06-08T00:00:00Z,12/31/1982,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Targeted health,,,,
P007956,Latin America and Caribbean,Republic of Peru,Closed,Centromin Expansion Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007956,1976-06-03T00:00:00Z,12/31/1982,,,,,,,,,Specific Investment Loan,,,(Historic)Mining and other extractive,,,,
P007802,Latin America and Caribbean,Republic of Panama,Closed,Water Supply and Sewerage Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007802,1976-05-28T00:00:00Z,7/30/1982,,,,,,,,,Specific Investment Loan,,,(Historic)Urban water supply,,,,
P007348,Latin America and Caribbean,Republic of Honduras,Closed,Agricultural Credit Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007348,1976-05-18T00:00:00Z,6/30/1983,,,,,,,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
P006271,Latin America and Caribbean,Federative Republic of Brazil,Closed,Fertilizer Araucaria Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006271,1976-05-11T00:00:00Z,12/31/1980,,,,,,,,,Specific Investment Loan,,,(Historic)Fertilizer and other chemicals,,,,
P007052,Latin America and Caribbean,Republic of Ecuador,Closed,Guayaquil Port Expansion Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007052,1976-05-11T00:00:00Z,12/31/1981,,,,,,,,,Specific Investment Loan,,,Ports/Waterways,,,,
P006275,Latin America and Caribbean,Federative Republic of Brazil,Closed,Copel Power Distribution Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006275,1976-05-11T00:00:00Z,10/31/1980,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Distribution and transmission,,,,
P007861,Latin America and Caribbean,Republic of Paraguay,Closed,Vocational Training Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007861,1976-05-04T00:00:00Z,12/31/1980,,,,,,,,,Specific Investment Loan,,,Vocational training,,,,
P006269,Latin America and Caribbean,Federative Republic of Brazil,Closed,Agricultural Research Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006269,1976-04-27T00:00:00Z,6/30/1983,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Research,,,,
P007755,Latin America and Caribbean,Republic of Nicaragua,Closed,Education Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007755,1976-04-20T00:00:00Z,12/31/1982,,,,,,,,,Specific Investment Loan,,,Secondary Education,,,,
P006124,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Power Project (04),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006124,1976-04-06T00:00:00Z,6/30/1980,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Hydro,,,,
P006958,Latin America and Caribbean,Caribbean,Closed,Caribbean Development Bank Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006958,1976-03-30T00:00:00Z,6/30/1983,,,,,,,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
P007540,Latin America and Caribbean,United Mexican States,Closed,Railway Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007540,1976-03-30T00:00:00Z,6/30/1982,,,,,,,,,Specific Investment Loan,,,Railways,,,,
P007049,Latin America and Caribbean,Republic of Ecuador,Closed,Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007049,1976-03-30T00:00:00Z,12/31/1983,,,,,,,,,Technical Assistance Loan,,,(Historic)Agriculture adjustment,,,,
P008088,Latin America and Caribbean,Republic of Trinidad and Tobago,Closed,Highway Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008088,1976-03-30T00:00:00Z,6/30/1981,,,,,,,,,Specific Investment Loan,,,(Historic)Highways,,,,
P007050,Latin America and Caribbean,Republic of Ecuador,Closed,Seeds Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007050,1976-03-30T00:00:00Z,6/30/1983,,,,,,,,,Specific Investment Loan,,,(Historic)Other agriculture,,,,
P006743,Latin America and Caribbean,Republic of Colombia,Closed,Development Finance Companies Project (06),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006743,1976-03-16T00:00:00Z,6/30/1981,,,,,,,,,Financial Intermediary Loan,,,(Historic)Financial sector development,,,,
P007538,Latin America and Caribbean,United Mexican States,Closed,Agriculture and Livestock Project (05),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007538,1976-03-09T00:00:00Z,1/1/1980,,,,,,,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
P007957,Latin America and Caribbean,Republic of Peru,Closed,Power Project (05),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007957,1976-03-02T00:00:00Z,12/31/1982,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Distribution and transmission,,,,
P007274,Latin America and Caribbean,Republic of Haiti,Closed,Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007274,1976-02-24T00:00:00Z,6/30/1981,,,,,,,,,Specific Investment Loan,,,Primary Education,,,,
P007186,Latin America and Caribbean,Republic of Guatemala,Closed,Education Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007186,1976-02-17T00:00:00Z,6/30/1983,,,,,,,,,Specific Investment Loan,,,Secondary Education,,,,
P006122,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Ingari Rural Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006122,1976-02-17T00:00:00Z,3/31/1984,,,,,,,,,Specific Investment Loan,,,(Historic)Agriculture adjustment,,,,
P006276,Latin America and Caribbean,Federative Republic of Brazil,Closed,Secondary and Feeder Roads Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006276,1976-02-10T00:00:00Z,6/30/1984,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Highways,,,,
P006270,Latin America and Caribbean,Federative Republic of Brazil,Closed,Development Banking Project (01),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006270,1976-02-10T00:00:00Z,12/31/1980,,,,,,,,,Financial Intermediary Loan,C,,(Historic)Financial sector development,,,,
P006599,Latin America and Caribbean,Republic of Chile,Closed,Copper Sector Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006599,1976-02-03T00:00:00Z,12/31/1982,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Other industry,,,,
P007539,Latin America and Caribbean,United Mexican States,Closed,Industrial Equipment Fund Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007539,1976-02-03T00:00:00Z,12/31/1980,,,,,,,,,Financial Intermediary Loan,,,(Historic)Other finance,,,,
P006913,Latin America and Caribbean,Republic of Costa Rica,Closed,Highway Project (04),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006913,1975-12-30T00:00:00Z,6/30/1984,,,,,,,,,Specific Investment Loan,,,(Historic)Highways,,,,
P007958,Latin America and Caribbean,Republic of Peru,Closed,Lima - Amazon Transport Corridor Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007958,1975-12-30T00:00:00Z,2/28/1985,,,,,,,,,Specific Investment Loan,,,(Historic)Highways,,,,
P007541,Latin America and Caribbean,United Mexican States,Closed,Water Supply and Sewerage Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007541,1975-12-18T00:00:00Z,1/14/1984,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Urban water supply,,,,
P006268,Latin America and Caribbean,Federative Republic of Brazil,Closed,Rio Grande do Norte Rural Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006268,1975-12-11T00:00:00Z,9/30/1984,,,,,,,,,Specific Investment Loan,,,(Historic)Agriculture adjustment,,,,
P008121,Latin America and Caribbean,Oriental Republic of Uruguay,Closed,Industrial Development and Export Expansion Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008121,1975-12-02T00:00:00Z,6/30/1982,,,,,,,,,Financial Intermediary Loan,,,(Historic)Other finance,,,,
P006277,Latin America and Caribbean,Federative Republic of Brazil,Closed,Railway Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006277,1975-10-21T00:00:00Z,9/30/1983,,,,,,,,,Specific Investment Loan,,,Railways,,,,
P008120,Latin America and Caribbean,Oriental Republic of Uruguay,Closed,Livestock Development Project (05),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008120,1975-10-07T00:00:00Z,3/31/1981,,,,,,,,,Financial Intermediary Loan,,,Livestock,,,,
P007862,Latin America and Caribbean,Republic of Paraguay,Closed,Preinvestment Studies Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007862,1975-08-21T00:00:00Z,9/30/1982,,,,,,,,,Technical Assistance Loan,,,(Historic)Public sector management adjustment,,,,
P006272,Latin America and Caribbean,Federative Republic of Brazil,Closed,Cosipa Steel Expansion - Stage Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006272,1975-07-22T00:00:00Z,12/30/1983,,,,,,,,,Specific Investment Loan,,,(Historic)Other industry,,,,
P007756,Latin America and Caribbean,Republic of Nicaragua,Closed,CORINTO PORT SUPPLEM,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007756,1975-07-15T00:00:00Z,,,,,,,,,,Specific Investment Loan,,,Ports/Waterways,,,,
P007349,Latin America and Caribbean,Republic of Honduras,Closed,PORTS II SUPPLEMENT,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007349,1975-07-08T00:00:00Z,,,,,,,,,,Specific Investment Loan,,,Ports/Waterways,,,,
P007416,Latin America and Caribbean,Jamaica,Closed,Kingston Sewerage and Water Supply Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007416,1975-06-26T00:00:00Z,12/31/1982,,,,,,,,,Specific Investment Loan,,,(Historic)Urban water supply,,,,
P006739,Latin America and Caribbean,Republic of Colombia,Closed,Cordoba Agricultural Development Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006739,1975-06-26T00:00:00Z,12/31/1983,,,,,,,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
P006120,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Agricultural Credit Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006120,1975-06-19T00:00:00Z,6/30/1980,,,,,,,,,Financial Intermediary Loan,,,(Historic)Agricultural credit,,,,
P006912,Latin America and Caribbean,Republic of Costa Rica,Closed,Power Project (05),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006912,1975-06-09T00:00:00Z,6/30/1982,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Distribution and transmission,,,,
P006263,Latin America and Caribbean,Federative Republic of Brazil,Closed,Lower Sao Francisco Polders Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006263,1975-06-09T00:00:00Z,9/30/1983,,,,,,,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
P006265,Latin America and Caribbean,Federative Republic of Brazil,Closed,CSN Steel Expansion Stage Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006265,1975-06-09T00:00:00Z,12/31/1982,,,,,,,,,Specific Investment Loan,,,(Historic)Other industry,,,,
P007273,Latin America and Caribbean,Republic of Haiti,Closed,Highway Project (04),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007273,1975-06-05T00:00:00Z,5/31/1979,,,,,,,,,Specific Investment Loan,,,(Historic)Highways,,,,
P006121,Latin America and Caribbean,Plurinational State of Bolivia,Closed,Railway Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006121,1975-06-03T00:00:00Z,12/31/1982,,,,,,,,,Specific Investment Loan,,,Railways,,,,
P007537,Latin America and Caribbean,United Mexican States,Closed,Fertilizer Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007537,1975-05-22T00:00:00Z,9/30/1981,,,,,,,,,Specific Investment Loan,,,(Historic)Fertilizer and other chemicals,,,,
P007048,Latin America and Caribbean,Republic of Ecuador,Closed,Vocational Training Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007048,1975-05-22T00:00:00Z,6/30/1983,,,,,,,,,Specific Investment Loan,,,Vocational training,,,,
P006738,Latin America and Caribbean,Republic of Colombia,Closed,Caqueta Rural Settlement Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006738,1975-05-22T00:00:00Z,12/31/1982,,,,,,,,,Financial Intermediary Loan,,,(Historic)Agriculture adjustment,,,,
P007535,Latin America and Caribbean,United Mexican States,Closed,Integrated Rural Development (PIDER) Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007535,1975-05-08T00:00:00Z,9/30/1980,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Agriculture adjustment,,,,
P006598,Latin America and Caribbean,Republic of Chile,Closed,Agricultural Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006598,1975-05-08T00:00:00Z,9/30/1976,,,,,,,,,Financial Intermediary Loan,,,(Historic)Agriculture adjustment,,,,
P007536,Latin America and Caribbean,United Mexican States,Closed,Irrigation Project (07) Bajo Rio Bravo and Rio San Juan,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007536,1975-05-08T00:00:00Z,9/30/1983,,,,,,,,,Specific Investment Loan,,,Irrigation and Drainage,,,,
P006981,Latin America and Caribbean,Dominican Republic,Closed,Education Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006981,1975-04-29T00:00:00Z,6/30/1983,,,,,,,,,Specific Investment Loan,,,Primary Education,,,,
P007801,Latin America and Caribbean,Republic of Panama,Closed,Fishing Port Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007801,1975-04-22T00:00:00Z,1/30/1980,,,,,,,,,Specific Investment Loan,,,Ports/Waterways,,,,
P007185,Latin America and Caribbean,Republic of Guatemala,Closed,Telecommunications Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007185,1975-04-15T00:00:00Z,6/29/1984,,,,,,,,,Sector Investment and Maintenance Loan,,,(Historic)Telecommunications and informatics,,,,
P007233,Latin America and Caribbean,Co-operative Republic of Guyana,Closed,Education Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007233,1975-04-15T00:00:00Z,12/31/1983,,,,,,,,,Specific Investment Loan,,,Secondary Education,,,,
P006266,Latin America and Caribbean,Federative Republic of Brazil,Closed,Highway Project (05),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006266,1975-01-14T00:00:00Z,6/30/1984,,,,,,,,,Specific Investment Loan,,,(Historic)Highways,,,,
